Batch_Size,TotalMetrics,MetricsPerSec,RowsPerSec,TotalRows
10000.0,145216.0,80278.97740716417,10034.872175895522,18152.0
10000.0,1952320.0,116943.81261675617,14617.976577094521,244040.0
10000.0,5994112.0,104174.70323972755,13021.837904965943,749264.0
