Batch_Size,TotalMetrics,MetricsPerSec,RowsPerSec,TotalRows
10000.0,145216.0,68986.8787351899,8623.359841898737,18152.0
10000.0,1952320.0,79365.54395837765,9920.692994797206,244040.0
10000.0,5994112.0,80764.0268924363,10095.503361554538,749264.0
