Date,Open,High,Low,Close,Adj Close,Volume
1962-01-02,0.000000,0.753125,0.728125,0.746875,0.180787,2648000
1962-01-03,0.000000,0.781250,0.753125,0.771875,0.186839,2092000
1962-01-04,0.000000,0.806250,0.771875,0.775000,0.187595,2884000
1962-01-05,0.000000,0.793750,0.775000,0.778125,0.188352,1532000
1962-01-08,0.000000,0.793750,0.765625,0.790625,0.191378,1676000
1962-01-09,0.000000,0.806250,0.781250,0.793750,0.192134,1604000
1962-01-10,0.000000,0.809375,0.787500,0.803125,0.194403,2020000
1962-01-11,0.000000,0.843750,0.796875,0.843750,0.204237,2324000
1962-01-12,0.000000,0.862500,0.846875,0.850000,0.205750,2660000
1962-01-15,0.000000,0.853125,0.831250,0.831250,0.201211,1468000
1962-01-16,0.000000,0.825000,0.790625,0.812500,0.196673,1724000
1962-01-17,0.000000,0.809375,0.768750,0.790625,0.191378,1200000
1962-01-18,0.000000,0.818750,0.787500,0.812500,0.196673,1016000
1962-01-19,0.000000,0.831250,0.796875,0.831250,0.201211,1140000
1962-01-22,0.000000,0.840625,0.812500,0.821875,0.198942,696000
1962-01-23,0.000000,0.828125,0.809375,0.818750,0.198185,324000
1962-01-24,0.000000,0.818750,0.796875,0.812500,0.196673,512000
1962-01-25,0.000000,0.843750,0.815625,0.837500,0.202724,780000
1962-01-26,0.000000,0.853125,0.825000,0.846875,0.204993,1492000
1962-01-29,0.000000,0.853125,0.840625,0.843750,0.204237,560000
1962-01-30,0.000000,0.850000,0.837500,0.840625,0.203480,572000
1962-01-31,0.000000,0.896875,0.843750,0.890625,0.215583,3516000
1962-02-01,0.000000,0.918750,0.896875,0.909375,0.220122,2516000
1962-02-02,0.000000,0.915625,0.884375,0.903125,0.218609,1716000
1962-02-05,0.000000,0.909375,0.890625,0.903125,0.218609,912000
1962-02-06,0.000000,0.903125,0.887500,0.900000,0.217852,444000
1962-02-07,0.000000,0.896875,0.862500,0.875000,0.211801,1020000
1962-02-08,0.000000,0.875000,0.843750,0.843750,0.204237,812000
1962-02-09,0.000000,0.856250,0.828125,0.856250,0.207263,688000
1962-02-12,0.000000,0.850000,0.831250,0.846875,0.204993,384000
1962-02-13,0.000000,0.868750,0.843750,0.862500,0.208775,476000
1962-02-14,0.000000,0.862500,0.843750,0.846875,0.204993,292000
1962-02-15,0.000000,0.853125,0.840625,0.840625,0.203480,376000
1962-02-16,0.000000,0.843750,0.828125,0.837500,0.202724,688000
1962-02-19,0.000000,0.837500,0.828125,0.834375,0.201967,416000
1962-02-20,0.000000,0.893750,0.862500,0.875000,0.211801,1884000
1962-02-21,0.000000,0.878125,0.837500,0.853125,0.206506,1224000
1962-02-23,0.000000,0.853125,0.834375,0.840625,0.203480,436000
1962-02-26,0.000000,0.834375,0.787500,0.806250,0.195160,1548000
1962-02-27,0.000000,0.806250,0.790625,0.790625,0.191378,704000
1962-02-28,0.000000,0.787500,0.778125,0.781250,0.189108,660000
1962-03-01,0.000000,0.806250,0.784375,0.796875,0.192890,544000
1962-03-02,0.000000,0.834375,0.800000,0.818750,0.198185,616000
1962-03-05,0.000000,0.809375,0.800000,0.806250,0.195160,256000
1962-03-06,0.000000,0.812500,0.778125,0.793750,0.192134,528000
1962-03-07,0.000000,0.796875,0.781250,0.790625,0.191378,240000
1962-03-08,0.000000,0.796875,0.781250,0.787500,0.190621,336000
1962-03-09,0.000000,0.790625,0.781250,0.781250,0.189108,348000
1962-03-12,0.000000,0.778125,0.768750,0.768750,0.186082,528000
1962-03-13,0.000000,0.768750,0.756250,0.765625,0.185326,520000
1962-03-14,0.000000,0.784375,0.762500,0.771875,0.186839,396000
1962-03-15,0.000000,0.787500,0.775000,0.778125,0.188352,192000
1962-03-16,0.000000,0.775000,0.762500,0.771875,0.186839,252000
1962-03-19,0.000000,0.765625,0.759375,0.759375,0.183813,276000
1962-03-20,0.000000,0.759375,0.750000,0.753125,0.182300,788000
1962-03-21,0.000000,0.815625,0.756250,0.803125,0.194403,1216000
1962-03-22,0.000000,0.806250,0.778125,0.787500,0.190621,508000
1962-03-23,0.000000,0.787500,0.778125,0.778125,0.188352,300000
1962-03-26,0.000000,0.793750,0.778125,0.778125,0.188352,324000
1962-03-27,0.000000,0.784375,0.753125,0.765625,0.185326,1068000
1962-03-28,0.000000,0.790625,0.768750,0.784375,0.189865,532000
1962-03-29,0.000000,0.790625,0.781250,0.787500,0.190621,260000
1962-03-30,0.000000,0.781250,0.768750,0.771875,0.186839,384000
1962-04-02,0.000000,0.768750,0.756250,0.762500,0.184570,384000
1962-04-03,0.000000,0.771875,0.756250,0.765625,0.185326,368000
1962-04-04,0.000000,0.765625,0.756250,0.759375,0.183813,432000
1962-04-05,0.000000,0.762500,0.731250,0.750000,0.181544,928000
1962-04-06,0.000000,0.790625,0.750000,0.787500,0.190621,744000
1962-04-09,0.000000,0.787500,0.765625,0.771875,0.186839,288000
1962-04-10,0.000000,0.771875,0.765625,0.765625,0.185326,240000
1962-04-11,0.000000,0.787500,0.768750,0.768750,0.186082,396000
1962-04-12,0.000000,0.812500,0.762500,0.800000,0.193647,1172000
1962-04-13,0.000000,0.818750,0.800000,0.806250,0.195160,1052000
1962-04-16,0.000000,0.815625,0.775000,0.781250,0.189108,2048000
1962-04-17,0.000000,0.775000,0.756250,0.775000,0.187595,660000
1962-04-18,0.000000,0.784375,0.768750,0.778125,0.188352,392000
1962-04-19,0.000000,0.781250,0.768750,0.781250,0.189108,268000
1962-04-23,0.000000,0.784375,0.765625,0.771875,0.186839,300000
1962-04-24,0.000000,0.793750,0.762500,0.771875,0.186839,716000
1962-04-25,0.000000,0.781250,0.765625,0.775000,0.187595,416000
1962-04-26,0.000000,0.796875,0.768750,0.781250,0.189108,924000
1962-04-27,0.000000,0.796875,0.784375,0.787500,0.190621,800000
1962-04-30,0.000000,0.796875,0.765625,0.775000,0.187595,604000
1962-05-01,0.000000,0.781250,0.753125,0.778125,0.188352,636000
1962-05-02,0.000000,0.781250,0.765625,0.765625,0.185326,456000
1962-05-03,0.000000,0.781250,0.765625,0.778125,0.188352,424000
1962-05-04,0.000000,0.778125,0.762500,0.768750,0.186082,180000
1962-05-07,0.000000,0.771875,0.756250,0.756250,0.183057,268000
1962-05-08,0.000000,0.765625,0.750000,0.750000,0.181544,400000
1962-05-09,0.000000,0.734375,0.706250,0.712500,0.172467,1300000
1962-05-10,0.000000,0.715625,0.681250,0.696875,0.168685,1128000
1962-05-11,0.000000,0.715625,0.690625,0.696875,0.168685,540000
1962-05-14,0.000000,0.731250,0.693750,0.731250,0.177005,792000
1962-05-15,0.000000,0.756250,0.725000,0.740625,0.179275,1036000
1962-05-16,0.000000,0.753125,0.731250,0.743750,0.180031,424000
1962-05-17,0.000000,0.740625,0.725000,0.731250,0.177005,40000
1962-05-18,0.000000,0.737500,0.721875,0.734375,0.177762,208000
1962-05-21,0.000000,0.734375,0.709375,0.709375,0.171710,212000
1962-05-22,0.000000,0.715625,0.687500,0.687500,0.166415,384000
1962-05-23,0.000000,0.725000,0.675000,0.678125,0.164146,1064000
1962-05-24,0.000000,0.703125,0.678125,0.681250,0.164902,720000
1962-05-25,0.000000,0.687500,0.653125,0.662500,0.160364,904000
1962-05-28,0.000000,0.656250,0.603125,0.603125,0.145992,1700000
1962-05-29,0.000000,0.650000,0.512500,0.637500,0.154312,3132000
1962-05-31,0.000000,0.668750,0.640625,0.643750,0.155825,1748000
1962-06-01,0.000000,0.665625,0.625000,0.650000,0.157338,772000
1962-06-04,0.000000,0.637500,0.603125,0.612500,0.148261,588000
1962-06-05,0.000000,0.621875,0.578125,0.603125,0.145992,772000
1962-06-06,0.000000,0.643750,0.603125,0.618750,0.149774,564000
1962-06-07,0.000000,0.621875,0.600000,0.609375,0.147504,352000
1962-06-08,0.000000,0.612500,0.593750,0.606250,0.146748,248000
1962-06-11,0.000000,0.600000,0.587500,0.587500,0.142209,252000
1962-06-12,0.000000,0.581250,0.553125,0.556250,0.134645,504000
1962-06-13,0.000000,0.571875,0.543750,0.543750,0.131619,812000
1962-06-14,0.000000,0.587500,0.534375,0.540625,0.130863,772000
1962-06-15,0.000000,0.562500,0.525000,0.562500,0.136158,944000
1962-06-18,0.000000,0.575000,0.540625,0.559375,0.135401,512000
1962-06-19,0.000000,0.559375,0.540625,0.543750,0.131619,232000
1962-06-20,0.000000,0.559375,0.531250,0.531250,0.128594,316000
1962-06-21,0.000000,0.534375,0.518750,0.518750,0.125568,552000
1962-06-22,0.000000,0.531250,0.506250,0.506250,0.122542,620000
1962-06-25,0.000000,0.515625,0.500000,0.515625,0.124811,792000
1962-06-26,0.000000,0.534375,0.509375,0.509375,0.123298,412000
1962-06-27,0.000000,0.518750,0.500000,0.518750,0.125568,412000
1962-06-28,0.000000,0.593750,0.531250,0.587500,0.142209,1532000
1962-06-29,0.000000,0.612500,0.587500,0.593750,0.143722,1168000
1962-07-02,0.000000,0.587500,0.537500,0.556250,0.134645,988000
1962-07-03,0.000000,0.565625,0.550000,0.559375,0.135401,468000
1962-07-05,0.000000,0.556250,0.543750,0.550000,0.133132,224000
1962-07-06,0.000000,0.546875,0.531250,0.537500,0.130107,408000
1962-07-09,0.000000,0.546875,0.528125,0.543750,0.131619,252000
1962-07-10,0.000000,0.603125,0.559375,0.562500,0.136158,1240000
1962-07-11,0.000000,0.581250,0.559375,0.581250,0.140696,520000
1962-07-12,0.000000,0.600000,0.587500,0.590625,0.142966,804000
1962-07-13,0.000000,0.590625,0.578125,0.587500,0.142209,440000
1962-07-16,0.000000,0.590625,0.578125,0.590625,0.142966,248000
1962-07-17,0.000000,0.596875,0.568750,0.568750,0.137671,492000
1962-07-18,0.000000,0.562500,0.553125,0.553125,0.133888,260000
1962-07-19,0.000000,0.571875,0.543750,0.571875,0.138427,400000
1962-07-20,0.000000,0.578125,0.562500,0.571875,0.138427,260000
1962-07-23,0.000000,0.571875,0.556250,0.556250,0.134645,252000
1962-07-24,0.000000,0.553125,0.546875,0.546875,0.132376,344000
1962-07-25,0.000000,0.550000,0.540625,0.550000,0.133132,224000
1962-07-26,0.000000,0.559375,0.550000,0.553125,0.133888,216000
1962-07-27,0.000000,0.575000,0.546875,0.568750,0.137671,504000
1962-07-30,0.000000,0.593750,0.565625,0.587500,0.142209,412000
1962-07-31,0.000000,0.612500,0.584375,0.606250,0.146748,1000000
1962-08-01,0.000000,0.609375,0.590625,0.600000,0.145235,488000
1962-08-02,0.000000,0.637500,0.593750,0.631250,0.152799,1736000
1962-08-03,0.000000,0.646875,0.631250,0.637500,0.154312,884000
1962-08-06,0.000000,0.656250,0.618750,0.621875,0.150530,1820000
1962-08-07,0.000000,0.628125,0.612500,0.615625,0.149017,716000
1962-08-08,0.000000,0.621875,0.603125,0.621875,0.150530,488000
1962-08-09,0.000000,0.625000,0.612500,0.612500,0.148261,176000
1962-08-10,0.000000,0.618750,0.606250,0.606250,0.146748,272000
1962-08-13,0.000000,0.615625,0.603125,0.612500,0.148261,400000
1962-08-14,0.000000,0.618750,0.603125,0.612500,0.148261,404000
1962-08-15,0.000000,0.631250,0.609375,0.631250,0.152799,1108000
1962-08-16,0.000000,0.650000,0.625000,0.631250,0.152799,1164000
1962-08-17,0.000000,0.656250,0.628125,0.653125,0.158094,924000
1962-08-20,0.000000,0.671875,0.646875,0.656250,0.158851,1108000
1962-08-21,0.000000,0.656250,0.634375,0.643750,0.155825,456000
1962-08-22,0.000000,0.646875,0.637500,0.637500,0.154312,324000
1962-08-23,0.000000,0.653125,0.625000,0.631250,0.152799,556000
1962-08-24,0.000000,0.628125,0.615625,0.625000,0.151287,348000
1962-08-27,0.000000,0.643750,0.628125,0.637500,0.154312,324000
1962-08-28,0.000000,0.637500,0.612500,0.612500,0.148261,192000
1962-08-29,0.000000,0.618750,0.606250,0.612500,0.148261,228000
