Workload,QueryNum,NumWorkers,MinLatency,MaxLatency,MedianLatency,MeanLatency,StdLatency,TimeStamp
2,1,1,0.0012691020965576172,0.014735698699951172,0.0013458728790283203,0.003997707366943359,0.00600287467743589,2022-12-05 04:50:48.278550
2,2,1,0.004034519195556641,0.006080150604248047,0.004150390625,0.004582834243774414,0.0008588609695111589,2022-12-05 04:50:48.582976
2,3,1,0.0013568401336669922,0.0018475055694580078,0.0014014244079589844,0.0014748096466064454,0.00020970939611046442,2022-12-05 04:50:48.867668
2,4,1,0.005160808563232422,0.006815433502197266,0.005297422409057617,0.0056151866912841795,0.0006882467656155377,2022-12-05 04:50:49.172525
2,5,1,0.00104522705078125,0.0014729499816894531,0.0011305809020996094,0.0011777877807617188,0.00016917448890745891,2022-12-05 04:50:49.452309
2,6,1,0.0012850761413574219,0.0036787986755371094,0.0012977123260498047,0.0017857074737548829,0.0010590364001693926,2022-12-05 04:50:49.733638
2,7,1,0.0013813972473144531,0.0018641948699951172,0.001486063003540039,0.0015726089477539062,0.0002016745682652991,2022-12-05 04:50:50.015189
2,1,2,0.004984378814697266,0.013128995895385742,0.005236148834228516,0.006770086288452148,0.0035567249484940154,2022-12-05 04:50:50.323292
2,2,2,0.009393453598022461,0.013889312744140625,0.01085209846496582,0.01111745834350586,0.0016631375675749379,2022-12-05 04:50:50.669650
2,3,2,0.0052106380462646484,0.012833595275878906,0.005469083786010742,0.0069445610046386715,0.003297854964769085,2022-12-05 04:50:50.972581
2,4,2,0.012799739837646484,0.016556978225708008,0.012970685958862305,0.013678264617919923,0.0016155390030834012,2022-12-05 04:50:51.321280
2,5,2,0.003882884979248047,0.010545492172241211,0.0048236846923828125,0.005792808532714844,0.002690703807633733,2022-12-05 04:50:51.622112
2,6,2,0.004016399383544922,0.008955955505371094,0.0055429935455322266,0.0056610584259033205,0.001974959439436868,2022-12-05 04:50:51.932610
2,7,2,0.0053937435150146484,0.011826276779174805,0.005425453186035156,0.006747817993164063,0.002841712477543077,2022-12-05 04:50:52.245693
2,1,3,0.00634002685546875,0.010461807250976562,0.007573604583740234,0.007928037643432617,0.0015212792083291828,2022-12-05 04:50:52.569714
2,2,3,0.016193151473999023,0.02150416374206543,0.0163877010345459,0.017385435104370118,0.0023083557941366143,2022-12-05 04:50:52.942070
2,3,3,0.006842136383056641,0.010094642639160156,0.008167743682861328,0.00823216438293457,0.001176759434043553,2022-12-05 04:50:53.260650
2,4,3,0.01887655258178711,0.027179479598999023,0.019273757934570312,0.020737695693969726,0.003608011644754974,2022-12-05 04:50:53.632968
2,5,3,0.004687309265136719,0.009851694107055664,0.006882905960083008,0.006873989105224609,0.0019152805727097224,2022-12-05 04:50:53.937295
2,6,3,0.006611347198486328,0.013374567031860352,0.007491111755371094,0.008659172058105468,0.0027061178570913923,2022-12-05 04:50:54.261416
2,7,3,0.006682872772216797,0.011435985565185547,0.007801055908203125,0.008432865142822266,0.0019552974041507163,2022-12-05 04:50:54.585985
2,1,4,0.00904989242553711,0.01561117172241211,0.009432077407836914,0.010755634307861328,0.0027879274394833698,2022-12-05 04:50:54.919769
2,2,4,0.019408464431762695,0.023557662963867188,0.02055978775024414,0.020970964431762697,0.0015710684089456008,2022-12-05 04:50:55.306749
2,3,4,0.009484291076660156,0.017331838607788086,0.009769916534423828,0.011376237869262696,0.003353816896617797,2022-12-05 04:50:55.637133
2,4,4,0.02409195899963379,0.029224395751953125,0.025594711303710938,0.02586221694946289,0.0020662981126518755,2022-12-05 04:50:56.055671
2,5,4,0.008666515350341797,0.015296459197998047,0.008805513381958008,0.010240268707275391,0.0028521746134177934,2022-12-05 04:50:56.383930
2,6,4,0.008768081665039062,0.012557744979858398,0.010210037231445312,0.010152912139892578,0.0015095242642252725,2022-12-05 04:50:56.714653
2,7,4,0.008571147918701172,0.015912771224975586,0.009814262390136719,0.010812330245971679,0.0029416870154072394,2022-12-05 04:50:57.048320
